年份,科目,地区,高考模式,改革起始年,卷别性质,范围,卷型,状态,来源文件,建议Repo路径,文件数
2018,英语,内蒙古,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（内蒙古）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_内蒙古_新课标全国II卷_原卷.mp3,3
2018,英语,辽宁,老高考,2021,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2012-2024·（辽宁）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_辽宁_新课标全国II卷_原卷.mp3,3
2018,英语,吉林,老高考,2024,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（吉林）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_吉林_新课标全国II卷_原卷.mp3,3
2018,英语,黑龙江,老高考,2024,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（黑龙江）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_黑龙江_新课标全国II卷_原卷.mp3,3
2018,英语,上海,新高考,2017,地方/区域卷,local,上海卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2023·（上海）英语高考真题\2018年高考英语试卷（上海）（春考）听力音频.mp3,papers/2018/英语/上海/上海卷/2018_英语_上海_上海卷_原卷.mp3,6
2018,英语,江苏,老高考,2021,地方/区域卷,local,江苏卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（江苏）英语高考真题\2018年高考英语试卷（江苏）听力音频.mp3,papers/2018/英语/江苏/江苏卷/2018_英语_江苏_江苏卷_原卷.mp3,3
2018,英语,浙江,新高考,2017,地方/区域卷,local,浙江卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（浙江）英语高考真题\2018年高考英语试卷（浙江）（11月）听力音频.mp3,papers/2018/英语/浙江/浙江卷/2018_英语_浙江_浙江卷_原卷.mp3,6
2018,英语,安徽,老高考,2024,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2012-2024·（安徽）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_安徽_新课标全国I卷_原卷.mp3,3
2018,英语,福建,老高考,2021,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2012-2024·（福建）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_福建_新课标全国I卷_原卷.mp3,3
2018,英语,江西,老高考,2024,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2012-2024·（江西）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_江西_新课标全国I卷_原卷.mp3,3
2018,英语,山东,老高考,2020,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（山东）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_山东_新课标全国I卷_原卷.mp3,3
2018,英语,河南,老高考,2025,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（河南）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_河南_新课标全国I卷_原卷.mp3,3
2018,英语,湖北,老高考,2021,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2012-2024·（湖北）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_湖北_新课标全国I卷_原卷.mp3,3
2018,英语,湖南,老高考,2021,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（湖南）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_湖南_新课标全国I卷_原卷.mp3,3
2018,英语,广东,老高考,2021,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（广东）英语高考真题\2018年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国I卷/2018_英语_广东_新课标全国I卷_原卷.mp3,3
2018,英语,广西,老高考,2024,全国卷,common,新课标全国III卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（广西）英语高考真题\2018年高考英语试卷（新课标Ⅲ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国III卷/2018_英语_广西_新课标全国III卷_原卷.mp3,3
2018,英语,海南,老高考,2020,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（海南）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_海南_新课标全国II卷_原卷.mp3,3
2018,英语,重庆,老高考,2021,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2012-2024·（重庆）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_重庆_新课标全国II卷_原卷.mp3,3
2018,英语,四川,老高考,2025,全国卷,common,新课标全国III卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（四川）英语高考真题\2018年高考英语试卷（新课标Ⅲ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国III卷/2018_英语_四川_新课标全国III卷_原卷.mp3,3
2018,英语,贵州,老高考,2024,全国卷,common,新课标全国III卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（贵州）英语高考真题\2018年高考英语试卷（新课标Ⅲ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国III卷/2018_英语_贵州_新课标全国III卷_原卷.mp3,3
2018,英语,云南,老高考,2025,全国卷,common,新课标全国III卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（云南）英语高考真题\2018年高考英语试卷（新课标Ⅲ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国III卷/2018_英语_云南_新课标全国III卷_原卷.mp3,3
2018,英语,西藏,老高考,,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（西藏）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_西藏_新课标全国II卷_原卷.mp3,3
2018,英语,陕西,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（陕西）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_陕西_新课标全国II卷_原卷.mp3,3
2018,英语,甘肃,老高考,2024,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（甘肃）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_甘肃_新课标全国II卷_原卷.mp3,3
2018,英语,青海,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（青海）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_青海_新课标全国II卷_原卷.mp3,3
2018,英语,宁夏,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_宁夏_新课标全国II卷_原卷.mp3,3
2018,英语,新疆,老高考,,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（新疆）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_新疆_新课标全国II卷_原卷.mp3,3
2018,物理,北京,老高考,2020,地方/区域卷,local,北京卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（北京）物理高考真题\2018年高考物理试卷（北京）（空白卷）.pdf,papers/2018/物理/北京/北京卷/2018_物理_北京_北京卷_原卷.pdf,2
2018,物理,天津,老高考,2020,地方/区域卷,local,天津卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（天津）物理高考真题\2018年高考物理试卷（天津）（空白卷）.pdf,papers/2018/物理/天津/天津卷/2018_物理_天津_天津卷_原卷.pdf,2
2018,物理,河北,老高考,2021,全国卷,common,河北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河北）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/河北卷/2018_物理_河北_河北卷_原卷.pdf,2
2018,物理,山西,老高考,2025,全国卷,common,山西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山西）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/山西卷/2018_物理_山西_山西卷_原卷.pdf,2
2018,物理,内蒙古,老高考,2025,全国卷,common,内蒙古卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（内蒙古）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/内蒙古卷/2018_物理_内蒙古_内蒙古卷_原卷.pdf,2
2018,物理,辽宁,老高考,2021,全国卷,common,辽宁卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（辽宁）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/辽宁卷/2018_物理_辽宁_辽宁卷_原卷.pdf,2
2018,物理,吉林,老高考,2024,全国卷,common,吉林卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（吉林）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/吉林卷/2018_物理_吉林_吉林卷_原卷.pdf,2
2018,物理,黑龙江,老高考,2024,全国卷,common,黑龙江卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（黑龙江）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/黑龙江卷/2018_物理_黑龙江_黑龙江卷_原卷.pdf,2
2018,物理,上海,新高考,2017,地方/区域卷,local,上海卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（上海）物理高考真题\2018年高考物理试卷（上海）（空白卷）.pdf,papers/2018/物理/上海/上海卷/2018_物理_上海_上海卷_原卷.pdf,2
2018,物理,江苏,老高考,2021,地方/区域卷,local,江苏卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（江苏）物理高考真题\2018年高考物理试卷（江苏）（空白卷）.pdf,papers/2018/物理/江苏/江苏卷/2018_物理_江苏_江苏卷_原卷.pdf,2
2018,物理,浙江,新高考,2017,地方/区域卷,local,浙江卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（浙江）物理高考真题\2018年高考物理试卷（浙江）（11月）（空白卷）.pdf,papers/2018/物理/浙江/浙江卷/2018_物理_浙江_浙江卷_原卷.pdf,4
2018,物理,安徽,老高考,2024,全国卷,common,安徽卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2012-2024·（安徽）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/安徽卷/2018_物理_安徽_安徽卷_原卷.pdf,2
2018,物理,福建,老高考,2021,全国卷,common,福建卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2012-2023·（福建）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/福建卷/2018_物理_福建_福建卷_原卷.pdf,2
2018,物理,江西,老高考,2024,全国卷,common,江西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（江西）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/江西卷/2018_物理_江西_江西卷_原卷.pdf,2
2018,物理,山东,老高考,2020,全国卷,common,山东卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山东）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/山东卷/2018_物理_山东_山东卷_原卷.pdf,2
2018,物理,河南,老高考,2025,全国卷,common,河南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河南）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/河南卷/2018_物理_河南_河南卷_原卷.pdf,2
2018,物理,湖北,老高考,2021,全国卷,common,湖北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖北）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/湖北卷/2018_物理_湖北_湖北卷_原卷.pdf,2
2018,物理,湖南,老高考,2021,全国卷,common,湖南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖南）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/湖南卷/2018_物理_湖南_湖南卷_原卷.pdf,2
2018,物理,广东,老高考,2021,全国卷,common,广东卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广东）物理高考真题\2018年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/物理/全国/广东卷/2018_物理_广东_广东卷_原卷.pdf,2
2018,物理,广西,老高考,2024,全国卷,common,广西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广西）物理高考真题\2018年高考物理试卷（新课标Ⅲ）（空白卷）.pdf,papers/2018/物理/全国/广西卷/2018_物理_广西_广西卷_原卷.pdf,2
2018,物理,海南,老高考,2020,地方/区域卷,local,海南卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（海南）物理高考真题\2018年高考物理试卷（海南）（空白卷）.pdf,papers/2018/物理/海南/海南卷/2018_物理_海南_海南卷_原卷.pdf,2
2018,物理,重庆,老高考,2021,全国卷,common,重庆卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2012-2023·（重庆）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/重庆卷/2018_物理_重庆_重庆卷_原卷.pdf,2
2018,物理,四川,老高考,2025,全国卷,common,四川卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（四川）物理高考真题\2018年高考物理试卷（新课标Ⅲ）（空白卷）.pdf,papers/2018/物理/全国/四川卷/2018_物理_四川_四川卷_原卷.pdf,2
2018,物理,贵州,老高考,2024,全国卷,common,贵州卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（贵州）物理高考真题\2018年高考物理试卷（新课标Ⅲ）（空白卷）.pdf,papers/2018/物理/全国/贵州卷/2018_物理_贵州_贵州卷_原卷.pdf,2
2018,物理,云南,老高考,2025,全国卷,common,云南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（云南）物理高考真题\2018年高考物理试卷（新课标Ⅲ）（空白卷）.pdf,papers/2018/物理/全国/云南卷/2018_物理_云南_云南卷_原卷.pdf,2
2018,物理,西藏,老高考,,全国卷,common,西藏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（西藏）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/西藏卷/2018_物理_西藏_西藏卷_原卷.pdf,2
2018,物理,陕西,老高考,2025,全国卷,common,陕西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（陕西）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/陕西卷/2018_物理_陕西_陕西卷_原卷.pdf,2
2018,物理,甘肃,老高考,2024,全国卷,common,甘肃卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（甘肃）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/甘肃卷/2018_物理_甘肃_甘肃卷_原卷.pdf,2
2018,物理,青海,老高考,2025,全国卷,common,青海卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（青海）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/青海卷/2018_物理_青海_青海卷_原卷.pdf,2
2018,物理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/宁夏卷/2018_物理_宁夏_宁夏卷_原卷.pdf,2
2018,物理,新疆,老高考,,全国卷,common,新疆卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（新疆）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/新疆卷/2018_物理_新疆_新疆卷_原卷.pdf,2
2018,化学,北京,老高考,2020,地方/区域卷,local,北京卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（北京）化学高考真题\2018年高考化学试卷（北京）（空白卷）.pdf,papers/2018/化学/北京/北京卷/2018_化学_北京_北京卷_原卷.pdf,2
2018,化学,天津,老高考,2020,地方/区域卷,local,天津卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2023·（天津）化学高考真题\2018年高考化学试卷（天津）（空白卷）.pdf,papers/2018/化学/天津/天津卷/2018_化学_天津_天津卷_原卷.pdf,2
2018,化学,河北,老高考,2021,全国卷,common,河北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（河北）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/河北卷/2018_化学_河北_河北卷_原卷.pdf,2
2018,化学,山西,老高考,2025,全国卷,common,山西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（山西）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/山西卷/2018_化学_山西_山西卷_原卷.pdf,2
2018,化学,内蒙古,老高考,2025,全国卷,common,内蒙古卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（内蒙古）化学高考真题\2018年高考化学试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/化学/全国/内蒙古卷/2018_化学_内蒙古_内蒙古卷_原卷.pdf,2
2018,化学,辽宁,老高考,2021,全国卷,common,辽宁卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（辽宁）化学高考真题\2018年高考化学试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/化学/全国/辽宁卷/2018_化学_辽宁_辽宁卷_原卷.pdf,2
2018,化学,吉林,老高考,2024,全国卷,common,吉林卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（吉林）化学高考真题\2018年高考化学试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/化学/全国/吉林卷/2018_化学_吉林_吉林卷_原卷.pdf,2
2018,化学,黑龙江,老高考,2024,全国卷,common,黑龙江卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（黑龙江）化学高考真题\2018年高考化学试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/化学/全国/黑龙江卷/2018_化学_黑龙江_黑龙江卷_原卷.pdf,2
2018,化学,上海,新高考,2017,地方/区域卷,local,上海卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（上海）化学高考真题\2018年高考化学试卷（上海）（空白卷）.pdf,papers/2018/化学/上海/上海卷/2018_化学_上海_上海卷_原卷.pdf,2
2018,化学,江苏,老高考,2021,地方/区域卷,local,江苏卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（江苏）化学高考真题\2018年高考化学试卷（江苏）（空白卷）   .pdf,papers/2018/化学/江苏/江苏卷/2018_化学_江苏_江苏卷_原卷.pdf,2
2018,化学,浙江,新高考,2017,地方/区域卷,local,浙江卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（浙江）化学高考真题\2018年高考化学试卷（浙江）（11月）（空白卷）.pdf,papers/2018/化学/浙江/浙江卷/2018_化学_浙江_浙江卷_原卷.pdf,4
2018,化学,安徽,老高考,2024,全国卷,common,安徽卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2012-2024·（安徽）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/安徽卷/2018_化学_安徽_安徽卷_原卷.pdf,2
2018,化学,福建,老高考,2021,全国卷,common,福建卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2012-2023·（福建）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/福建卷/2018_化学_福建_福建卷_原卷.pdf,2
2018,化学,江西,老高考,2024,全国卷,common,江西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2023·（江西）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/江西卷/2018_化学_江西_江西卷_原卷.pdf,2
2018,化学,山东,老高考,2020,全国卷,common,山东卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（山东）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/山东卷/2018_化学_山东_山东卷_原卷.pdf,2
2018,化学,河南,老高考,2025,全国卷,common,河南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（河南）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/河南卷/2018_化学_河南_河南卷_原卷.pdf,2
2018,化学,湖北,老高考,2021,全国卷,common,湖北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（湖北）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/湖北卷/2018_化学_湖北_湖北卷_原卷.pdf,2
2018,化学,湖南,老高考,2021,全国卷,common,湖南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（湖南）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/湖南卷/2018_化学_湖南_湖南卷_原卷.pdf,2
2018,化学,广东,老高考,2021,全国卷,common,广东卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2024·（广东）化学高考真题\2018年高考化学试卷（新课标Ⅰ）（空白卷）.pdf,papers/2018/化学/全国/广东卷/2018_化学_广东_广东卷_原卷.pdf,2
2018,化学,广西,老高考,2024,全国卷,common,广西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2023·（广西）化学高考真题\2018年高考化学试卷（新课标Ⅲ）（空白卷）.pdf,papers/2018/化学/全国/广西卷/2018_化学_广西_广西卷_原卷.pdf,2
2018,化学,海南,老高考,2020,地方/区域卷,local,海南卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2008-2023·（海南）化学高考真题\2018年高考化学试卷（海南）（空白卷）.pdf,papers/2018/化学/海南/海南卷/2018_化学_海南_海南卷_原卷.pdf,2
